,SEENJOY,SEGRADES,SEABSNT,SEREPEAT,SESUSPIN,FSSPORTX,FSVOL,FSMTNG,FSPTMTNG,FSFUNDRS,FSCOMMTE,FSATCNFN,FSCOUNSLR,FSFREQ,FOSTORY2X,FOCRAFTS,FOGAMES,FOBUILDX,FOSPORT,FOHISTX,FOLIBRAYX,FOBOOKSTX,FOCONCRTX,FOMUSEUMX,FOZOOX,FOGROUPX,FOSPRTEVX,FHCHECKX,FHHELP,FORESPON,FODINNERX,FPWT,pi_pro_schl_feats_comp,pi_pro_hm_feats_comp
11120,2,2,4,2,2,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,3,5,2,3,4266.515223817771,7,18
11121,2,2,1,1,2,1,1,1,1,2,1,1,1,4,1,1,2,2,2,2,1,2,1,1,1,1,2,4,3,2,7,3523.0044845753705,7,19
11122,1,1,1,2,2,2,2,2,2,2,2,2,2,60,2,2,2,2,2,2,1,2,2,1,1,2,2,4,4,2,7,2552.25621902889,12,23
11123,1,1,0,2,2,2,1,2,1,1,1,2,2,25,2,1,1,1,2,2,1,2,2,2,1,2,1,2,1,2,3,1881.52858252858,8,20
11125,1,1,3,2,2,2,2,2,1,2,1,2,2,10,1,1,1,2,2,1,1,1,2,2,1,2,1,1,2,2,3,1334.4950798060001,10,18
11127,2,3,5,1,1,2,1,1,1,2,1,2,1,4,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,2,7,4555.376877869029,8,15
11128,1,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,4,2,2,3,1735.2399513433302,9,19
11130,1,1,0,2,2,2,2,2,2,2,2,2,1,11,2,2,2,2,2,2,1,2,1,2,2,2,1,4,4,2,7,2330.80921648075,12,23
11131,2,1,3,2,2,2,1,2,2,1,1,2,1,5,2,2,2,2,2,2,1,1,1,1,1,2,1,4,1,2,7,9423.16876909043,9,20
11133,2,1,2,2,1,2,1,2,2,2,1,2,2,5,1,2,1,2,2,1,1,2,2,2,1,2,2,4,4,2,0,6171.15924802834,10,21
11134,2,2,5,1,2,2,1,2,1,2,1,2,1,3,1,1,1,2,2,2,1,1,1,1,1,2,2,3,2,2,6,902.832861989319,9,18
11135,2,1,1,2,2,2,1,2,1,2,1,1,1,5,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,7,1682.0596007119,9,15
11136,2,1,5,2,2,2,1,2,1,2,1,2,1,4,2,1,2,2,2,2,1,1,2,2,1,2,2,4,1,1,6,2612.24038544685,9,22
11137,2,1,3,2,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,1,0,2196.6289393098,6,16
11138,3,4,13,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,2,2,1,2,1,2,1,1,3,5,2,0,1730.1474510922303,8,17
11139,1,2,3,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,4,3,2,5,8687.53537943009,10,20
11140,1,3,4,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,2,4,2283.20734109967,9,14
11141,1,1,7,2,2,1,1,2,1,1,1,2,1,2,1,2,1,2,2,1,1,1,1,1,2,1,2,4,1,1,5,774.096213533743,7,18
11142,2,2,10,1,2,2,2,2,2,2,1,2,2,9,1,2,2,1,2,1,2,1,1,1,1,1,1,4,1,1,6,2032.96750004799,11,17
11144,1,1,3,2,2,2,1,2,1,1,1,1,1,3,2,1,1,2,2,2,2,1,2,2,1,2,2,3,1,1,3,1526.89728019016,8,22
11145,2,3,0,2,2,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1,1,2,1,1,1,4,3,1,5,9084.26009833152,7,19
11146,2,3,1,2,2,2,2,2,2,2,1,2,1,4,2,1,1,1,2,2,1,2,1,2,1,2,2,3,1,2,2,1152.33174531344,11,20
11147,1,3,8,2,1,2,1,2,1,2,1,2,2,20,2,1,1,2,2,2,1,1,1,1,1,1,2,1,2,2,4,4263.7150970311495,9,18
11148,2,2,14,2,2,2,1,2,1,2,1,2,2,10,2,2,2,2,2,2,2,2,1,1,1,1,2,4,1,2,5,221.94184711184897,9,22
11150,1,1,1,2,2,2,2,2,2,2,1,2,1,50,2,1,1,1,2,2,1,1,1,1,1,1,1,4,1,2,7,1267.9247286832901,11,16
11151,1,1,3,2,2,2,2,2,2,2,1,2,1,30,2,1,1,2,2,1,1,1,1,1,1,2,2,4,2,2,3,2404.49850886903,11,18
11153,1,3,5,2,2,2,1,2,1,2,1,2,2,20,1,2,2,2,1,2,1,1,1,1,1,2,2,4,1,2,6,6023.83817272755,9,19
11154,2,1,1,2,2,2,2,2,1,2,2,2,2,70,2,1,1,2,2,2,1,1,2,1,1,2,1,4,2,2,6,1510.13225113347,11,19
11155,2,2,7,2,2,2,2,2,2,2,1,2,1,12,1,2,2,1,2,2,2,2,2,1,1,2,1,4,4,1,7,2425.66096234551,11,21
11156,3,2,2,2,2,2,1,2,1,2,1,2,1,5,2,2,2,2,2,1,1,1,2,1,1,1,2,3,1,2,1,3781.12410026084,9,20
11157,3,2,10,2,2,2,1,2,1,2,1,2,1,20,1,1,1,2,2,2,1,2,1,1,1,1,2,4,2,2,7,4098.09993394875,9,18
11158,1,2,2,2,2,2,2,2,2,2,2,2,2,10,1,2,1,2,2,1,2,1,1,1,1,1,1,4,4,2,7,1648.3831039583802,12,17
11159,2,1,0,2,2,2,2,2,1,2,1,2,1,7,2,2,2,2,2,2,2,1,2,1,1,2,1,4,1,2,7,2276.13147862363,10,22
11160,2,2,4,2,2,1,1,2,1,1,1,2,2,4,1,1,1,1,2,2,1,1,1,1,1,2,1,4,1,2,4,9786.660938862791,7,16
11161,4,3,2,2,1,1,1,2,2,1,1,2,1,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,5,2,5,3139.02363227618,8,16
11162,2,4,3,2,2,1,1,2,2,2,1,2,1,8,2,2,2,2,2,2,2,1,1,2,1,1,2,4,1,2,7,9874.30585705812,9,22
11163,2,2,6,2,2,1,1,2,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,4,5,2,7,4824.93605998545,7,14
11164,2,1,6,2,2,2,2,2,2,2,1,1,2,15,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,4,2065.8302433017197,11,17
11165,2,1,1,2,2,2,1,2,1,2,2,2,1,10,1,1,2,2,2,1,1,1,1,1,1,2,1,3,2,2,3,3453.78933534356,10,17
11166,1,2,4,2,2,2,2,2,1,2,2,1,1,21,1,1,1,2,2,2,1,1,1,1,1,1,2,4,2,2,1,1001.77322355346,11,17
11167,2,1,15,2,2,2,2,2,1,2,1,2,1,6,2,2,2,1,2,1,1,1,2,1,1,2,1,4,2,2,7,7398.21684604864,10,19
11168,1,3,4,2,2,2,1,2,1,2,1,2,1,4,2,1,1,2,2,2,1,1,2,1,1,2,1,3,2,2,7,5063.8654624173105,9,19
11169,2,1,12,2,2,2,2,2,1,2,1,2,1,7,2,2,2,1,2,1,1,1,1,1,2,2,1,4,4,1,3,9473.58348038734,10,19
11170,2,1,5,2,2,2,1,2,1,1,1,2,2,9,2,2,2,2,1,1,1,2,1,2,1,2,1,3,5,1,2,2324.59692560561,8,20
11171,1,3,3,2,2,2,1,2,1,1,1,2,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,2,5,5224.30292998435,8,14
11172,1,1,2,2,2,2,1,2,2,2,1,2,1,4,2,2,2,2,2,2,2,2,1,2,2,1,1,4,4,2,7,2332.6187565568,10,23
11173,1,1,0,2,2,2,1,2,2,2,1,2,1,5,1,1,2,2,2,2,1,1,2,1,1,1,2,4,1,2,5,4345.93655447133,10,19
11174,4,1,9,2,2,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,1,1,2,1,4,1,2,7,1538.9603234853698,7,21
11175,2,2,4,1,2,2,1,2,1,2,1,2,1,10,1,1,1,2,2,2,1,1,1,1,1,2,1,4,3,2,5,3931.37750652748,9,17
11176,2,1,10,2,2,2,1,2,1,2,1,1,2,6,1,1,1,2,1,2,1,1,2,1,1,2,2,3,5,1,2,1204.15195748313,9,18
11177,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,0,1074.68531316693,7,13
11179,3,2,30,2,2,1,1,2,2,1,1,1,2,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,4,3889.1534434609002,8,15
11180,2,1,8,2,2,2,1,2,2,2,1,2,1,10,2,2,1,2,2,1,1,2,1,2,1,1,1,4,1,1,5,4893.29662740187,10,19
11181,2,1,1,2,2,2,1,2,1,2,2,1,1,6,1,1,1,1,2,1,1,2,2,1,1,1,2,1,5,1,4,2694.54673194388,10,17
11182,2,1,5,2,2,2,2,2,2,2,1,2,1,6,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,7,1908.3374148341602,11,17
11183,1,1,30,2,2,2,2,2,2,2,1,2,1,3,2,2,2,2,2,2,2,2,1,2,2,1,1,4,3,2,3,2067.8240639569103,11,23
11184,1,2,10,2,2,1,1,2,1,1,1,2,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,4,4,1,5,1056.47318381448,7,15
11185,1,1,6,2,2,2,2,2,1,1,1,2,1,5,1,1,2,2,2,1,2,2,2,2,1,2,1,3,5,1,3,1619.20550798728,9,21
11186,1,1,4,2,2,2,2,2,2,2,1,2,1,10,2,2,2,2,2,1,1,1,1,1,1,2,1,4,3,2,7,2648.4863655089803,11,19
11187,1,1,2,2,2,2,1,2,1,2,1,2,1,6,1,1,2,1,2,1,1,1,1,2,1,2,2,4,1,2,7,5266.1911575821005,9,18
11188,2,2,3,2,2,2,2,2,2,2,1,2,2,12,2,2,1,2,2,1,2,1,1,1,1,2,2,3,2,2,7,2979.64572427047,11,20
11189,3,3,14,2,2,2,1,2,1,2,1,2,2,5,2,2,2,1,2,1,2,1,1,2,1,2,1,4,3,1,7,2265.57431858043,9,20
11190,2,2,1,2,2,2,2,2,2,2,1,2,2,10,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,0,939.55409515944,11,13
11191,4,2,5,1,2,2,1,2,2,1,1,2,2,6,2,1,1,2,1,2,2,2,2,1,1,2,1,4,3,2,0,3520.63614421195,9,20
11192,1,2,0,1,2,1,1,2,1,1,1,2,1,5,1,2,2,2,1,1,2,1,1,1,1,1,2,4,3,1,0,2927.69621575792,7,18
11193,2,1,1,2,2,2,2,2,2,2,1,2,1,4,2,1,2,2,2,1,1,1,1,1,1,1,1,4,3,1,5,614.9625060971711,11,17
11195,1,2,0,2,2,2,1,2,2,2,1,2,1,6,2,2,2,2,2,2,2,2,2,1,2,1,2,4,4,2,7,5554.929300170239,10,24
11196,2,2,15,1,2,1,1,2,2,1,1,2,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,3,5,2,3,2100.20054091347,8,16
11197,2,2,2,1,1,2,1,2,1,1,1,2,1,4,1,1,1,1,1,1,1,1,2,1,1,2,1,3,2,2,4,4388.16205548046,8,15
11198,2,2,0,2,2,2,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,4,3,2,7,901.981882261804,8,21
11199,2,1,1,2,2,1,1,1,1,1,1,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,2,7,4367.091379062321,6,25
11200,2,3,0,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,4,2,2,3,1002.81682810298,7,16
11201,3,2,6,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,2,1,3,3,2,3,1006.51936996349,6,17
11202,2,1,3,2,2,2,2,2,1,2,1,2,2,5,2,2,2,2,2,2,1,2,1,1,1,2,1,4,3,2,5,1210.5543821978802,10,21
11203,2,2,5,2,2,2,1,2,2,2,1,2,1,15,2,2,1,2,1,2,1,1,1,1,1,1,2,3,5,2,7,6567.771362175539,10,18
11204,2,1,0,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,4,1,2,5,1797.7106353822198,7,25
11205,1,1,1,2,2,2,2,2,2,2,2,2,1,10,2,2,2,2,2,2,2,1,2,1,1,1,1,4,3,2,7,892.427354179675,12,21
11206,2,2,0,2,2,2,1,2,2,2,1,2,2,3,1,1,2,1,1,2,1,1,1,1,1,2,2,4,3,1,7,2729.8133793514003,10,17
11207,1,2,2,2,2,2,2,1,2,2,2,2,2,12,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,2,0,872.288829869034,11,26
11208,2,1,0,2,2,2,1,2,1,1,1,2,1,20,1,2,1,2,2,2,1,1,1,1,1,2,1,4,1,2,7,4850.6781789445395,8,18
11210,1,2,6,2,2,2,1,2,1,1,1,2,1,10,1,1,2,2,2,1,1,1,2,1,1,1,1,3,1,2,0,2394.4940236367397,8,17
11211,3,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,5,2,4,995.0954725043621,8,15
11213,2,1,0,2,2,2,1,2,1,2,1,1,1,6,1,1,1,2,2,2,2,2,1,1,1,2,1,3,1,2,4,3523.0561270297,9,19
11214,2,1,3,2,2,2,2,2,1,2,1,1,1,10,1,1,1,2,1,1,1,2,1,1,1,1,1,1,5,1,3,1495.3760752250198,10,15
11215,2,3,5,2,1,2,1,2,1,1,1,2,1,8,2,1,1,2,1,2,1,1,1,1,1,1,1,3,1,2,2,6297.07996637605,8,16
11216,2,2,1,2,1,2,2,2,1,2,2,2,2,10,2,1,1,2,2,2,1,1,1,1,2,1,1,4,1,2,3,5047.88014233493,11,18
11218,1,1,5,2,2,2,2,2,2,2,2,2,2,10,2,2,2,2,2,1,1,1,2,2,1,1,2,3,2,2,3,2042.3800026400602,12,21
11219,1,1,6,2,2,2,2,2,2,1,1,2,1,3,2,1,2,1,2,1,1,1,2,2,1,1,1,4,4,1,7,1381.2677171539901,10,18
11220,1,1,2,2,2,2,2,2,1,2,1,2,2,10,2,1,2,2,2,1,1,2,1,1,1,1,2,4,3,1,7,2996.02006850086,10,19
11221,2,2,0,2,1,2,2,2,2,2,1,2,2,4,1,1,1,1,2,2,1,2,1,2,2,1,1,4,1,2,4,4210.031210072871,11,18
11223,2,2,0,2,2,2,1,2,1,2,1,2,2,5,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,5,6393.5187924458605,9,21
11224,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,2,1,2,2,7,1805.14749313242,8,19
11225,2,1,10,2,2,2,1,2,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,1,5,2,7,1516.5664636144,8,20
11226,2,2,2,2,2,2,2,2,2,2,1,2,2,8,2,1,1,2,2,1,1,1,1,1,1,2,2,4,3,2,3,5218.50386810779,11,18
11227,2,1,10,2,2,2,1,2,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,1,5,2,7,1369.1866748196699,8,18
11228,2,1,0,2,2,1,1,2,2,1,1,2,2,4,1,1,1,2,1,1,2,1,1,1,1,1,2,3,2,1,2,2144.93860785455,8,16
11229,3,2,4,2,2,2,1,2,2,1,1,2,1,2,2,1,2,1,1,2,1,2,1,1,1,1,2,4,2,2,5,3165.56202810773,9,18
11230,1,1,3,2,2,2,1,2,1,1,1,2,1,3,1,1,1,2,2,2,2,1,1,2,1,2,1,3,2,2,6,1181.44917273449,8,19
11231,2,1,1,2,2,2,1,1,1,1,1,1,2,4,1,1,1,2,1,2,2,2,2,2,2,2,2,2,5,2,2,1974.3095627261898,7,22
11232,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,3,3,2,6,2499.35563792227,10,19
11233,2,2,0,2,2,2,1,2,2,2,1,2,2,4,1,1,2,1,2,1,1,2,1,1,1,2,1,3,2,2,7,354.54370302571704,10,17
11234,2,2,3,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,5,2,7,1731.83316206205,10,16
11235,1,2,10,2,2,2,2,2,2,1,1,2,2,5,2,2,1,2,2,2,2,1,1,2,2,1,2,4,4,2,5,3785.5323840510796,10,22
11236,2,2,2,1,2,2,1,2,1,2,1,1,1,10,1,1,1,1,1,2,1,2,1,1,2,2,1,3,1,2,7,1511.6753160900698,9,17
11237,2,1,5,2,2,2,2,2,2,2,1,1,1,8,1,1,2,1,2,2,2,1,2,2,1,2,2,1,2,2,7,2121.7730864394102,11,21
11238,2,1,15,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,1,1,3,2,1,7,971.820399729309,6,18
11239,4,1,14,2,2,1,1,2,1,1,1,2,2,5,1,1,1,1,1,1,1,1,2,1,1,2,1,3,2,1,3,2637.1063381726103,7,15
11240,1,1,0,2,2,2,1,2,2,2,1,2,1,7,1,1,2,1,2,2,1,1,1,1,1,1,1,4,2,1,4,3242.4563891716803,10,16
11241,2,2,2,2,2,2,2,2,2,2,1,2,1,12,2,1,2,2,2,1,2,1,2,1,2,2,1,4,4,2,1,2774.9358684811896,11,21
11242,1,2,7,2,2,1,2,2,2,1,1,2,2,3,2,2,1,2,1,2,2,2,2,1,1,2,2,3,2,2,1,1829.6665957140601,9,22
11243,1,1,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,3,1,2,7,809.390332655251,9,16
11244,1,4,0,2,2,2,2,2,2,2,1,2,2,8,2,2,1,1,1,1,1,2,1,1,1,2,1,4,4,2,7,1617.81023665923,11,17
11245,4,2,8,2,2,1,1,1,1,2,1,1,1,15,2,2,2,2,2,2,2,2,2,1,1,2,2,4,1,2,7,2916.79808751486,7,24
11246,2,3,4,2,1,1,1,1,1,1,1,2,2,5,2,2,2,2,2,2,2,1,2,1,1,2,2,3,1,1,7,2081.94331557135,6,23
11247,2,2,9,2,2,2,2,2,2,2,1,2,1,1,2,1,2,1,2,2,1,2,2,1,1,2,2,4,3,2,3,1735.53273061332,11,21
11248,2,1,1,2,2,2,1,2,1,2,1,2,1,6,2,1,1,1,2,1,1,2,1,1,1,1,2,4,1,2,5,3877.7424257775106,9,17
11249,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2,1,2,1,1,1,1,4,5,2,0,2260.6785736687802,11,18
11250,2,2,5,2,1,2,1,2,2,2,1,2,2,35,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,2,504.36696835032797,10,16
11251,1,2,2,2,2,2,2,2,2,2,1,2,2,9,1,1,1,2,2,2,1,1,2,1,1,2,2,3,1,2,5,725.464562101642,11,19
11252,2,3,4,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,7,2601.05423025102,9,13
11253,2,2,14,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,4,4,1,5,10600.2494859399,7,19
11254,2,1,6,2,2,2,1,2,1,1,1,2,2,10,2,1,1,1,2,2,1,1,1,1,1,1,1,4,2,2,5,2201.59479546621,8,16
11255,1,1,5,2,2,2,2,2,2,2,1,2,1,5,2,2,1,1,2,1,1,1,1,1,1,2,2,3,1,2,3,7027.979793607929,11,18
11256,3,2,15,2,2,1,1,2,1,1,1,2,2,6,2,1,1,2,1,1,1,1,1,1,1,1,1,3,2,2,2,1124.90981215427,7,15
11258,1,2,5,2,2,2,2,2,1,2,2,2,1,10,2,1,1,1,2,2,1,2,1,1,1,2,1,4,1,2,0,1456.10087344339,11,18
11259,1,1,3,2,2,2,2,2,2,2,1,2,1,10,1,1,2,2,2,1,2,1,2,1,1,1,2,4,3,1,7,6895.808221033771,11,19
11260,3,2,1,1,2,2,2,2,1,2,1,2,2,12,1,2,2,1,2,1,1,2,1,1,2,2,2,3,1,2,4,949.864678253984,10,20
11261,1,4,0,2,2,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,4,1,1,7,3456.0251127567603,7,16
11262,3,2,15,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,4,2,2,4,960.7762475083,9,16
11264,4,4,3,1,2,2,2,2,1,2,1,2,2,5,2,1,1,2,2,1,1,2,2,1,1,2,2,4,1,2,0,2004.5141745457602,10,20
11265,3,1,3,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,4,2,2,7,802.015445946709,7,16
11266,2,1,2,2,1,2,1,2,2,2,1,2,1,5,1,1,1,1,2,1,2,2,2,1,1,2,1,3,1,1,7,4370.315979277279,10,18
11267,2,2,6,2,2,1,1,1,1,1,1,1,1,0,1,1,1,2,2,2,1,1,1,2,2,2,2,4,1,2,7,3255.6839121002004,6,20
11268,1,2,2,2,2,1,1,2,1,2,1,2,1,6,2,2,2,2,2,2,2,1,1,2,2,2,2,4,1,2,6,7975.115658044279,8,24
11270,2,2,2,2,1,1,1,2,1,1,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,3,2,2,2,1560.93885150616,7,17
11271,2,2,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,4,1,2,5,2152.63434113343,7,15
11272,2,2,2,2,2,2,2,2,2,2,1,2,1,5,1,1,2,2,2,2,1,1,1,1,1,2,1,4,3,2,7,7026.77639672554,11,18
11273,2,1,1,2,2,1,1,2,2,2,1,1,1,3,2,1,2,2,2,2,1,1,1,1,1,2,1,4,2,1,4,3485.4502759444604,9,19
11276,2,1,10,2,2,2,2,2,1,2,1,2,1,15,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,5,1232.63668148045,10,15
11277,3,2,5,2,2,2,1,2,1,1,1,2,1,4,1,1,2,1,2,2,1,1,2,1,1,2,1,4,2,2,7,8519.774291029771,8,18
11278,2,1,4,2,2,2,1,2,1,2,1,1,1,4,2,1,2,2,2,1,1,2,2,1,1,1,2,4,2,2,6,2965.3288731106,9,20
11279,1,1,5,2,2,2,2,2,2,1,1,2,2,7,2,2,2,2,2,1,1,1,2,2,2,1,1,4,3,1,7,15732.484222315501,10,21
11281,2,1,4,2,2,2,2,2,2,2,2,2,2,10,2,2,2,2,2,2,1,2,2,2,2,2,2,4,2,2,5,1002.70025470599,12,25
11282,2,1,3,2,2,2,1,2,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,2,2,2,3,2,1,3,1417.7925878289402,8,17
11283,1,1,13,2,2,2,2,2,1,2,1,2,2,10,2,1,1,1,1,2,1,1,1,1,1,1,1,4,1,2,5,727.878008028959,10,15
11284,1,1,2,2,2,2,2,2,2,2,1,2,1,5,1,2,2,2,2,1,1,2,1,1,1,2,2,3,2,2,5,2939.0896451600897,11,20
11285,2,2,0,2,2,2,1,2,2,1,2,1,2,5,2,2,2,2,2,1,1,2,1,2,1,2,1,3,1,1,4,1886.37957569099,10,21
11286,2,1,0,2,2,2,1,2,2,1,1,2,1,3,2,2,2,2,2,2,1,2,1,2,1,1,1,4,2,2,7,4658.05261024753,9,21
11287,1,1,2,2,2,2,2,2,2,1,1,2,1,3,2,1,1,2,2,2,2,2,2,2,1,2,1,4,4,2,5,3332.97472477976,10,22
11288,3,3,3,2,1,2,1,2,1,1,1,1,2,20,1,1,1,2,1,2,1,1,2,1,1,2,2,3,1,1,5,669.1010444560679,8,18
11289,2,1,15,2,2,2,1,2,1,2,1,1,2,6,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,3867.4781775156603,9,15
11291,2,2,4,2,2,2,2,2,1,1,1,2,1,12,2,2,1,1,2,1,2,2,1,1,2,1,1,4,4,2,2,5313.31626786865,9,19
11293,2,2,4,2,2,2,1,2,1,1,1,1,1,3,1,1,1,2,2,2,1,1,1,1,1,1,1,3,1,2,7,1057.1238390722801,8,16
11294,2,3,8,1,2,2,1,2,2,1,1,2,2,2,2,1,2,1,1,2,1,2,2,2,1,2,1,4,3,2,7,498.45249276818396,9,20
11295,1,3,3,2,2,2,2,2,1,2,1,2,1,5,2,2,2,2,2,1,1,1,1,1,2,1,1,1,2,1,4,45523.781441753796,10,19
11296,2,1,3,2,2,2,1,2,1,2,1,2,2,4,1,1,1,1,1,1,1,1,2,1,1,2,1,2,5,1,7,2301.9670002167604,9,15
11297,2,2,2,2,2,2,1,2,1,1,1,1,1,4,2,1,1,1,2,2,1,1,1,1,1,1,2,4,1,2,0,2112.4802558088395,8,17
11299,2,2,10,1,2,2,1,1,1,1,1,1,1,4,1,1,1,1,2,2,1,1,2,1,2,1,1,4,3,2,7,15905.622669525701,7,17
11303,3,3,1,2,2,2,2,2,1,2,1,2,1,10,2,1,2,2,2,1,1,1,1,1,1,1,2,4,1,2,7,6360.909265344991,10,18
11304,2,1,5,2,2,2,2,2,1,2,1,1,1,20,1,1,1,2,2,1,1,1,1,1,1,1,2,3,2,2,4,1305.6367682094,10,16
11305,2,1,0,2,2,2,1,2,2,2,1,2,1,10,1,1,2,2,2,2,2,2,1,2,2,2,2,4,3,2,5,547.933660898387,10,23
11306,2,2,2,2,2,2,2,2,1,2,1,2,1,7,1,1,2,2,2,1,1,2,2,1,1,2,1,3,1,1,7,4594.06829552808,10,19
11307,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,2,3,1,2,7,4777.19389097478,9,17
11308,2,1,4,2,2,2,2,2,2,2,2,2,2,20,2,1,2,2,2,2,2,1,2,1,1,2,2,4,2,2,5,1200.65368326311,12,22
11309,1,1,6,2,2,2,2,2,1,2,1,2,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,7,2639.2591663116395,10,26
11310,2,2,2,2,2,2,2,2,2,2,2,2,2,12,1,1,2,2,2,1,1,1,2,1,1,2,2,4,5,2,7,2290.34202270557,12,19
11311,2,2,10,2,2,2,1,2,2,2,1,2,1,6,2,1,2,1,2,2,1,1,1,1,1,2,1,4,3,2,1,4655.03157196766,10,18
11312,3,3,12,2,2,2,2,2,1,2,1,2,2,5,2,2,1,2,2,1,1,1,2,2,1,2,2,4,4,1,5,7803.8148917297995,10,21
11313,1,2,0,2,2,2,1,2,2,2,1,2,1,3,2,2,1,2,2,2,2,1,1,2,1,1,1,4,3,2,5,3556.27696691636,10,20
11314,1,1,6,2,2,2,1,2,1,2,1,2,1,4,2,1,1,1,1,2,1,2,1,1,1,1,1,3,2,2,7,835.223790753675,9,16
11315,3,3,11,2,2,2,2,2,2,2,2,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,2,1,2773.5521746267796,12,14
11316,3,3,4,2,2,2,1,2,1,1,1,1,2,5,1,1,2,1,1,1,1,1,2,1,1,2,1,3,2,2,3,23727.090947186298,8,16
11317,1,2,0,2,2,2,1,1,1,1,1,1,1,3,1,2,1,1,2,2,1,1,1,1,1,1,2,4,3,1,7,2344.52476976893,7,17
11318,1,1,1,2,2,2,2,2,2,2,2,2,2,10,2,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1244.19001230395,12,17
11319,2,2,2,2,2,2,2,2,1,2,1,1,1,20,2,1,2,1,2,2,1,2,2,1,1,1,2,4,1,2,5,1539.6240635655402,10,20
11321,2,2,2,2,2,2,2,2,2,2,1,2,2,6,2,2,2,2,2,2,2,2,2,2,1,2,2,4,3,2,4,1928.6797691214604,11,25
11322,1,1,1,2,2,2,2,2,1,2,1,2,1,10,2,2,2,2,2,2,2,1,1,1,2,2,2,4,3,2,0,1095.64401160586,10,23
